Airline,Destination airport,Origin airport,Route Details,Dest Latitude,Dest Longitude,Origin Latitude,Origin Longitude
VX,LAX,SFO,SFO-LAX,37.378,-122.2229,33.5633,-118.2429
VX,LAX,SJC,SJC-LAX,37.2142,-121.5544,33.5633,-118.2429
VX,MCO,LAX,LAX-MCO,33.5633,-118.2429,28.2544,-81.1857
VX,MCO,SFO,SFO-MCO,37.378,-122.2229,28.2544,-81.1857
VX,ORD,LAX,LAX-ORD,33.5633,-118.2429,41.5846,-87.5416
VX,ORD,SFO,SFO-ORD,37.378,-122.2229,41.5846,-87.5416
VX,PDX,SFO,SFO-PDX,37.378,-122.2229,45.3519,-122.3551
VX,PHL,LAX,LAX-PHL,33.5633,-118.2429,39.5219,-75.1428
VX,PHL,SFO,SFO-PHL,37.378,-122.2229,39.5219,-75.1428
VX,SAN,SFO,SFO-SAN,37.378,-122.2229,32.44,-117.1122
VX,SEA,LAX,LAX-SEA,33.5633,-118.2429,47.2656,-122.1833
VX,SEA,SFO,SFO-SEA,37.378,-122.2229,47.2656,-122.1833
VX,SFO,AUS,AUS-SFO,30.114,-97.4011,37.378,-122.2229
VX,SFO,BOS,BOS-SFO,42.2151,-71.018,37.378,-122.2229
VX,SFO,DCA,DCA-SFO,38.517,-77.215,37.378,-122.2229
VX,SFO,DFW,DFW-SFO,32.5347,-97.215,37.378,-122.2229
VX,SFO,EWR,EWR-SFO,40.4132,-74.107,37.378,-122.2229
VX,SFO,FLL,FLL-SFO,26.421,-80.99,37.378,-122.2229
VX,SFO,IAD,IAD-SFO,38.564,-77.272,37.378,-122.2229
VX,SFO,JFK,JFK-SFO,40.3823,-73.4644,37.378,-122.2229
VX,SFO,LAS,LAS-SFO,36.449,-115.98,37.378,-122.2229
VX,SFO,LAX,LAX-SFO,33.5633,-118.2429,37.378,-122.2229
VX,SFO,MCO,MCO-SFO,28.2544,-81.1857,37.378,-122.2229
VX,SFO,ORD,ORD-SFO,41.5846,-87.5416,37.378,-122.2229
VX,SFO,PDX,PDX-SFO,45.3519,-122.3551,37.378,-122.2229
VX,SFO,PHL,PHL-SFO,39.5219,-75.1428,37.378,-122.2229
VX,SFO,SAN,SAN-SFO,32.44,-117.1122,37.378,-122.2229
VX,SFO,SEA,SEA-SFO,47.2656,-122.1833,37.378,-122.2229
VX,SJC,LAX,LAX-SJC,33.5633,-118.2429,37.2142,-121.5544
WN,BOS,MCI,MCI-BOS,39.1751,-94.425,42.2151,-71.018
WN,BOS,MCO,MCO-BOS,28.2544,-81.1857,42.2151,-71.018
WN,BOS,MDW,MDW-BOS,41.479,-87.458,42.2151,-71.018
WN,BOS,MKE,MKE-BOS,42.565,-87.5347,42.2151,-71.018
WN,BOS,STL,STL-BOS,38.4451,-90.2135,42.2151,-71.018
WN,BUF,BWI,BWI-BUF,39.1031,-76.406,42.5625,-78.4355
WN,BUF,FLL,FLL-BUF,26.421,-80.99,42.5625,-78.4355
WN,BUF,LAS,LAS-BUF,36.449,-115.98,42.5625,-78.4355
WN,BUF,MCO,MCO-BUF,28.2544,-81.1857,42.5625,-78.4355
WN,BUF,MDW,MDW-BUF,41.479,-87.458,42.5625,-78.4355
WN,BUF,PHX,PHX-BUF,33.263,-112.029,42.5625,-78.4355
WN,BUF,TPA,TPA-BUF,27.5831,-82.3159,42.5625,-78.4355
WN,BUR,DEN,DEN-BUR,39.513,-104.401,34.122,-118.2131
WN,BUR,LAS,LAS-BUR,36.449,-115.98,34.122,-118.2131
WN,BUR,OAK,OAK-BUR,37.4316,-122.1314,34.122,-118.2131
WN,BUR,PHX,PHX-BUR,33.263,-112.029,34.122,-118.2131
WN,BUR,SJC,SJC-BUR,37.2142,-121.5544,34.122,-118.2131
WN,BUR,SMF,SMF-BUR,38.4143,-121.3526,34.122,-118.2131
WN,BWI,ALB,ALB-BWI,42.4453,-73.481,39.1031,-76.406
WN,BWI,ATL,ATL-BWI,33.3825,-84.2537,39.1031,-76.406
WN,BWI,AUS,AUS-BWI,30.114,-97.4011,39.1031,-76.406
WN,BWI,BDL,BDL-BWI,41.562,-72.4059,39.1031,-76.406
WN,BWI,BHM,BHM-BWI,33.3346,-86.4512,39.1031,-76.406
WN,BWI,BNA,BNA-BWI,36.728,-86.4041,39.1031,-76.406
WN,BWI,BOS,BOS-BWI,42.2151,-71.018,39.1031,-76.406
WN,BWI,BUF,BUF-BWI,42.5625,-78.4355,39.1031,-76.406
WN,BWI,CHS,CHS-BWI,32.5355,-80.225,39.1031,-76.406
WN,BWI,CLE,CLE-BWI,41.2442,-81.5059,39.1031,-76.406
WN,BWI,CLT,CLT-BWI,35.125,-80.5635,39.1031,-76.406
WN,BWI,CMH,CMH-BWI,39.5952,-82.533,39.1031,-76.406
WN,BWI,DAY,DAY-BWI,39.548,-84.139,39.1031,-76.406
WN,BWI,DEN,DEN-BWI,39.513,-104.401,39.1031,-76.406
WN,BWI,DTW,DTW-BWI,42.1244,-83.2112,39.1031,-76.406
WN,BWI,FLL,FLL-BWI,26.421,-80.99,39.1031,-76.406
WN,BWI,GRR,GRR-BWI,42.5251,-85.3122,39.1031,-76.406
WN,BWI,HOU,HOU-BWI,29.3843,-95.1644,39.1031,-76.406
WN,BWI,IND,IND-BWI,39.432,-86.1739,39.1031,-76.406
WN,BWI,ISP,ISP-BWI,40.4742,-73.6,39.1031,-76.406
WN,BWI,JAX,JAX-BWI,30.2938,-81.4116,39.1031,-76.406
WN,BWI,LAS,LAS-BWI,36.449,-115.98,39.1031,-76.406
WN,BWI,LAX,LAX-BWI,33.5633,-118.2429,39.1031,-76.406
WN,BWI,LIT,LIT-BWI,34.4346,-92.1327,39.1031,-76.406
WN,BWI,MCI,MCI-BWI,39.1751,-94.425,39.1031,-76.406
WN,BWI,MCO,MCO-BWI,28.2544,-81.1857,39.1031,-76.406
WN,BWI,MDW,MDW-BWI,41.479,-87.458,39.1031,-76.406
WN,BWI,MEM,MEM-BWI,35.232,-89.5836,39.1031,-76.406
WN,BWI,MKE,MKE-BWI,42.565,-87.5347,39.1031,-76.406
WN,BWI,MSY,MSY-BWI,29.5936,-90.1528,39.1031,-76.406
WN,BWI,OKC,OKC-BWI,35.2335,-97.362,39.1031,-76.406
WN,BWI,ORF,ORF-BWI,36.534,-76.124,39.1031,-76.406
WN,BWI,PBI,PBI-BWI,26.4059,-80.544,39.1031,-76.406
WN,BWI,PHX,PHX-BWI,33.263,-112.029,39.1031,-76.406
WN,BWI,PIT,PIT-BWI,40.2929,-80.1358,39.1031,-76.406
WN,BWI,PVD,PVD-BWI,41.4326,-71.2541,39.1031,-76.406
WN,BWI,RDU,RDU-BWI,35.5239,-78.4714,39.1031,-76.406
WN,BWI,ROC,ROC-BWI,43.77,-77.402,39.1031,-76.406
WN,BWI,RSW,RSW-BWI,26.321,-81.4518,39.1031,-76.406
WN,BWI,SAN,SAN-BWI,32.44,-117.1122,39.1031,-76.406
WN,BWI,SAT,SAT-BWI,29.321,-98.2811,39.1031,-76.406
WN,BWI,SEA,SEA-BWI,47.2656,-122.1833,39.1031,-76.406
WN,BWI,SLC,SLC-BWI,40.4718,-111.5839,39.1031,-76.406
WN,BWI,STL,STL-BWI,38.4451,-90.2135,39.1031,-76.406
WN,BWI,TPA,TPA-BWI,27.5831,-82.3159,39.1031,-76.406
WN,CHS,ATL,ATL-CHS,33.3825,-84.2537,32.5355,-80.225
WN,CHS,BNA,BNA-CHS,36.728,-86.4041,32.5355,-80.225
WN,CHS,BWI,BWI-CHS,39.1031,-76.406,32.5355,-80.225
WN,CHS,HOU,HOU-CHS,29.3843,-95.1644,32.5355,-80.225
WN,CHS,MDW,MDW-CHS,41.479,-87.458,32.5355,-80.225
WN,CLE,BNA,BNA-CLE,36.728,-86.4041,41.2442,-81.5059
WN,CLE,BWI,BWI-CLE,39.1031,-76.406,41.2442,-81.5059
WN,CLE,LAS,LAS-CLE,36.449,-115.98,41.2442,-81.5059
WN,CLE,MDW,MDW-CLE,41.479,-87.458,41.2442,-81.5059
WN,CLT,BWI,BWI-CLT,39.1031,-76.406,35.125,-80.5635
WN,CLT,HOU,HOU-CLT,29.3843,-95.1644,35.125,-80.5635
WN,CLT,MCO,MCO-CLT,28.2544,-81.1857,35.125,-80.5635
WN,CLT,MDW,MDW-CLT,41.479,-87.458,35.125,-80.5635
WN,CMH,ATL,ATL-CMH,33.3825,-84.2537,39.5952,-82.533
WN,CMH,BNA,BNA-CMH,36.728,-86.4041,39.5952,-82.533
WN,CMH,BWI,BWI-CMH,39.1031,-76.406,39.5952,-82.533
WN,CMH,DEN,DEN-CMH,39.513,-104.401,39.5952,-82.533
WN,CMH,FLL,FLL-CMH,26.421,-80.99,39.5952,-82.533
WN,CMH,LAS,LAS-CMH,36.449,-115.98,39.5952,-82.533
WN,CMH,MCO,MCO-CMH,28.2544,-81.1857,39.5952,-82.533
WN,CMH,MDW,MDW-CMH,41.479,-87.458,39.5952,-82.533
WN,CMH,PHX,PHX-CMH,33.263,-112.029,39.5952,-82.533
WN,CMH,RSW,RSW-CMH,26.321,-81.4518,39.5952,-82.533
WN,CMH,STL,STL-CMH,38.4451,-90.2135,39.5952,-82.533
WN,CMH,TPA,TPA-CMH,27.5831,-82.3159,39.5952,-82.533
WN,CRP,HOU,HOU-CRP,29.3843,-95.1644,27.4613,-97.304
WN,DAL,AMA,AMA-DAL,35.139,-101.4221,32.5049,-96.516
WN,DAL,AUS,AUS-DAL,30.114,-97.4011,32.5049,-96.516
WN,DAL,BHM,BHM-DAL,33.3346,-86.4512,32.5049,-96.516
WN,DAL,ELP,ELP-DAL,31.4824,-106.224,32.5049,-96.516
WN,DAL,HOU,HOU-DAL,29.3843,-95.1644,32.5049,-96.516
WN,DAL,HRL,HRL-DAL,26.1342,-97.3915,32.5049,-96.516
WN,DAL,ICT,ICT-DAL,37.3859,-97.2559,32.5049,-96.516
WN,DAL,LBB,LBB-DAL,33.3949,-101.4922,32.5049,-96.516
WN,DAL,LIT,LIT-DAL,34.4346,-92.1327,32.5049,-96.516
WN,DAL,MAF,MAF-DAL,31.5633,-102.126,32.5049,-96.516
WN,DAL,MCI,MCI-DAL,39.1751,-94.425,32.5049,-96.516
WN,DAL,MSY,MSY-DAL,29.5936,-90.1528,32.5049,-96.516
WN,DAL,OKC,OKC-DAL,35.2335,-97.362,32.5049,-96.516
WN,DAL,SAT,SAT-DAL,29.321,-98.2811,32.5049,-96.516
WN,DAL,STL,STL-DAL,38.4451,-90.2135,32.5049,-96.516
WN,DAL,TUL,TUL-DAL,36.1154,-95.5317,32.5049,-96.516
WN,DAY,ATL,ATL-DAY,33.3825,-84.2537,39.548,-84.139
WN,DAY,BWI,BWI-DAY,39.1031,-76.406,39.548,-84.139
WN,DAY,DEN,DEN-DAY,39.513,-104.401,39.548,-84.139
WN,DAY,MCO,MCO-DAY,28.2544,-81.1857,39.548,-84.139
WN,DAY,TPA,TPA-DAY,27.5831,-82.3159,39.548,-84.139
WN,DCA,ATL,ATL-DCA,33.3825,-84.2537,38.517,-77.215
WN,DCA,AUS,AUS-DCA,30.114,-97.4011,38.517,-77.215
WN,DCA,HOU,HOU-DCA,29.3843,-95.1644,38.517,-77.215
WN,DCA,MCI,MCI-DCA,39.1751,-94.425,38.517,-77.215
WN,DCA,MKE,MKE-DCA,42.565,-87.5347,38.517,-77.215
WN,DCA,RSW,RSW-DCA,26.321,-81.4518,38.517,-77.215
WN,DCA,STL,STL-DCA,38.4451,-90.2135,38.517,-77.215
WN,DEN,AMA,AMA-DEN,35.139,-101.4221,39.513,-104.401
WN,DEN,ATL,ATL-DEN,33.3825,-84.2537,39.513,-104.401
WN,DEN,AUS,AUS-DEN,30.114,-97.4011,39.513,-104.401
WN,DEN,BDL,BDL-DEN,41.562,-72.4059,39.513,-104.401
WN,DEN,BNA,BNA-DEN,36.728,-86.4041,39.513,-104.401
WN,DEN,BOI,BOI-DEN,43.3351,-116.1322,39.513,-104.401
WN,DEN,BOS,BOS-DEN,42.2151,-71.018,39.513,-104.401
WN,DEN,BUR,BUR-DEN,34.122,-118.2131,39.513,-104.401
WN,DEN,BWI,BWI-DEN,39.1031,-76.406,39.513,-104.401
WN,DEN,CMH,CMH-DEN,39.5952,-82.533,39.513,-104.401
WN,DEN,DAY,DAY-DEN,39.548,-84.139,39.513,-104.401
WN,DEN,DTW,DTW-DEN,42.1244,-83.2112,39.513,-104.401
WN,DEN,EWR,EWR-DEN,40.4132,-74.107,39.513,-104.401
WN,DEN,FLL,FLL-DEN,26.421,-80.99,39.513,-104.401
WN,DEN,GEG,GEG-DEN,47.3711,-117.321,39.513,-104.401
WN,DEN,GRR,GRR-DEN,42.5251,-85.3122,39.513,-104.401
WN,DEN,HOU,HOU-DEN,29.3843,-95.1644,39.513,-104.401
WN,DEN,IAD,IAD-DEN,38.564,-77.272,39.513,-104.401
WN,DEN,IND,IND-DEN,39.432,-86.1739,39.513,-104.401
WN,DEN,JAX,JAX-DEN,30.2938,-81.4116,39.513,-104.401
WN,DEN,LAS,LAS-DEN,36.449,-115.98,39.513,-104.401
WN,DEN,LAX,LAX-DEN,33.5633,-118.2429,39.513,-104.401
WN,DEN,LGA,LGA-DEN,40.4638,-73.5221,39.513,-104.401
WN,DEN,MCI,MCI-DEN,39.1751,-94.425,39.513,-104.401
WN,DEN,MCO,MCO-DEN,28.2544,-81.1857,39.513,-104.401
WN,DEN,MDW,MDW-DEN,41.479,-87.458,39.513,-104.401
WN,DEN,MKE,MKE-DEN,42.565,-87.5347,39.513,-104.401
WN,DEN,MSP,MSP-DEN,44.5249,-93.13,39.513,-104.401
WN,DEN,MSY,MSY-DEN,29.5936,-90.1528,39.513,-104.401
WN,DEN,OAK,OAK-DEN,37.4316,-122.1314,39.513,-104.401
WN,DEN,OKC,OKC-DEN,35.2335,-97.362,39.513,-104.401
WN,DEN,OMA,OMA-DEN,41.189,-95.5337,39.513,-104.401
WN,DEN,ONT,ONT-DEN,34.321,-117.364,39.513,-104.401
WN,DEN,PDX,PDX-DEN,45.3519,-122.3551,39.513,-104.401
WN,DEN,PHL,PHL-DEN,39.5219,-75.1428,39.513,-104.401
WN,DEN,PHX,PHX-DEN,33.263,-112.029,39.513,-104.401
WN,DEN,PIT,PIT-DEN,40.2929,-80.1358,39.513,-104.401
WN,DEN,RDU,RDU-DEN,35.5239,-78.4714,39.513,-104.401
WN,DEN,RNO,RNO-DEN,39.2954,-119.465,39.513,-104.401
WN,DEN,SAN,SAN-DEN,32.44,-117.1122,39.513,-104.401
WN,DEN,SAT,SAT-DEN,29.321,-98.2811,39.513,-104.401
WN,DEN,SEA,SEA-DEN,47.2656,-122.1833,39.513,-104.401
WN,DEN,SFO,SFO-DEN,37.378,-122.2229,39.513,-104.401
WN,DEN,SJC,SJC-DEN,37.2142,-121.5544,39.513,-104.401
WN,DEN,SLC,SLC-DEN,40.4718,-111.5839,39.513,-104.401
WN,DEN,SMF,SMF-DEN,38.4143,-121.3526,39.513,-104.401
WN,DEN,SNA,SNA-DEN,33.4032,-117.525,39.513,-104.401
WN,DEN,STL,STL-DEN,38.4451,-90.2135,39.513,-104.401
WN,DEN,TPA,TPA-DEN,27.5831,-82.3159,39.513,-104.401
WN,DEN,TUL,TUL-DEN,36.1154,-95.5317,39.513,-104.401
WN,DEN,TUS,TUS-DEN,32.658,-110.5629,39.513,-104.401
WN,DFW,PIT,PIT-DFW,40.2929,-80.1358,32.5347,-97.215
WN,DSM,LAS,LAS-DSM,36.449,-115.98,41.322,-93.3945
WN,DSM,MDW,MDW-DSM,41.479,-87.458,41.322,-93.3945
WN,DTW,ATL,ATL-DTW,33.3825,-84.2537,42.1244,-83.2112
WN,DTW,BNA,BNA-DTW,36.728,-86.4041,42.1244,-83.2112
WN,DTW,BWI,BWI-DTW,39.1031,-76.406,42.1244,-83.2112
WN,DTW,DEN,DEN-DTW,39.513,-104.401,42.1244,-83.2112
WN,DTW,LAS,LAS-DTW,36.449,-115.98,42.1244,-83.2112
WN,DTW,MDW,MDW-DTW,41.479,-87.458,42.1244,-83.2112
WN,DTW,PHX,PHX-DTW,33.263,-112.029,42.1244,-83.2112
WN,DTW,STL,STL-DTW,38.4451,-90.2135,42.1244,-83.2112
WN,ELP,AUS,AUS-ELP,30.114,-97.4011,31.4824,-106.224
WN,ELP,DAL,DAL-ELP,32.5049,-96.516,31.4824,-106.224
WN,ELP,HOU,HOU-ELP,29.3843,-95.1644,31.4824,-106.224
WN,ELP,LAS,LAS-ELP,36.449,-115.98,31.4824,-106.224
WN,ELP,LAX,LAX-ELP,33.5633,-118.2429,31.4824,-106.224
WN,ELP,PHX,PHX-ELP,33.263,-112.029,31.4824,-106.224
WN,ELP,SAT,SAT-ELP,29.321,-98.2811,31.4824,-106.224
WN,EWR,AUS,AUS-EWR,30.114,-97.4011,40.4132,-74.107
WN,EWR,BNA,BNA-EWR,36.728,-86.4041,40.4132,-74.107
WN,EWR,DEN,DEN-EWR,39.513,-104.401,40.4132,-74.107
WN,EWR,HOU,HOU-EWR,29.3843,-95.1644,40.4132,-74.107
WN,EWR,MDW,MDW-EWR,41.479,-87.458,40.4132,-74.107
WN,EWR,MSY,MSY-EWR,29.5936,-90.1528,40.4132,-74.107
WN,EWR,PHX,PHX-EWR,33.263,-112.029,40.4132,-74.107
WN,EWR,STL,STL-EWR,38.4451,-90.2135,40.4132,-74.107
WN,EYW,MCO,MCO-EYW,28.2544,-81.1857,24.3322,-81.4534
WN,EYW,MSY,MSY-EYW,29.5936,-90.1528,24.3322,-81.4534
WN,EYW,TPA,TPA-EYW,27.5831,-82.3159,24.3322,-81.4534
WN,FLL,ALB,ALB-FLL,42.4453,-73.481,26.421,-80.99
WN,FLL,ATL,ATL-FLL,33.3825,-84.2537,26.421,-80.99
WN,FLL,AUS,AUS-FLL,30.114,-97.4011,26.421,-80.99
WN,FLL,BDL,BDL-FLL,41.562,-72.4059,26.421,-80.99
WN,FLL,BNA,BNA-FLL,36.728,-86.4041,26.421,-80.99
WN,FLL,BUF,BUF-FLL,42.5625,-78.4355,26.421,-80.99
WN,FLL,BWI,BWI-FLL,39.1031,-76.406,26.421,-80.99
WN,FLL,CMH,CMH-FLL,39.5952,-82.533,26.421,-80.99
WN,FLL,DEN,DEN-FLL,39.513,-104.401,26.421,-80.99
WN,FLL,HOU,HOU-FLL,29.3843,-95.1644,26.421,-80.99
WN,FLL,IND,IND-FLL,39.432,-86.1739,26.421,-80.99
WN,FLL,ISP,ISP-FLL,40.4742,-73.6,26.421,-80.99
WN,FLL,JAX,JAX-FLL,30.2938,-81.4116,26.421,-80.99
WN,FLL,LAS,LAS-FLL,36.449,-115.98,26.421,-80.99
WN,FLL,MCI,MCI-FLL,39.1751,-94.425,26.421,-80.99
WN,FLL,MDW,MDW-FLL,41.479,-87.458,26.421,-80.99
WN,FLL,MKE,MKE-FLL,42.565,-87.5347,26.421,-80.99
WN,FLL,MSY,MSY-FLL,29.5936,-90.1528,26.421,-80.99
WN,FLL,PHL,PHL-FLL,39.5219,-75.1428,26.421,-80.99
WN,FLL,PHX,PHX-FLL,33.263,-112.029,26.421,-80.99
WN,FLL,PIT,PIT-FLL,40.2929,-80.1358,26.421,-80.99
WN,FLL,PVD,PVD-FLL,41.4326,-71.2541,26.421,-80.99
WN,FLL,RDU,RDU-FLL,35.5239,-78.4714,26.421,-80.99
WN,FLL,STL,STL-FLL,38.4451,-90.2135,26.421,-80.99
WN,FLL,TPA,TPA-FLL,27.5831,-82.3159,26.421,-80.99
WN,GEG,BOI,BOI-GEG,43.3351,-116.1322,47.3711,-117.321
WN,GEG,DEN,DEN-GEG,39.513,-104.401,47.3711,-117.321
WN,GEG,LAS,LAS-GEG,36.449,-115.98,47.3711,-117.321
WN,GEG,OAK,OAK-GEG,37.4316,-122.1314,47.3711,-117.321
WN,GEG,PHX,PHX-GEG,33.263,-112.029,47.3711,-117.321
WN,GRR,BWI,BWI-GRR,39.1031,-76.406,42.5251,-85.3122
WN,GRR,DEN,DEN-GRR,39.513,-104.401,42.5251,-85.3122
WN,GRR,MCO,MCO-GRR,28.2544,-81.1857,42.5251,-85.3122
WN,GRR,STL,STL-GRR,38.4451,-90.2135,42.5251,-85.3122
WN,GRR,TPA,TPA-GRR,27.5831,-82.3159,42.5251,-85.3122
WN,HOU,ATL,ATL-HOU,33.3825,-84.2537,29.3843,-95.1644
WN,HOU,AUS,AUS-HOU,30.114,-97.4011,29.3843,-95.1644
WN,HOU,BHM,BHM-HOU,33.3346,-86.4512,29.3843,-95.1644
WN,HOU,BNA,BNA-HOU,36.728,-86.4041,29.3843,-95.1644
WN,HOU,BOS,BOS-HOU,42.2151,-71.018,29.3843,-95.1644
WN,HOU,BWI,BWI-HOU,39.1031,-76.406,29.3843,-95.1644
WN,HOU,CHS,CHS-HOU,32.5355,-80.225,29.3843,-95.1644
WN,HOU,CLT,CLT-HOU,35.125,-80.5635,29.3843,-95.1644
WN,HOU,CRP,CRP-HOU,27.4613,-97.304,29.3843,-95.1644
WN,HOU,DAL,DAL-HOU,32.5049,-96.516,29.3843,-95.1644
WN,HOU,DCA,DCA-HOU,38.517,-77.215,29.3843,-95.1644
WN,HOU,DEN,DEN-HOU,39.513,-104.401,29.3843,-95.1644
WN,HOU,ELP,ELP-HOU,31.4824,-106.224,29.3843,-95.1644
WN,HOU,EWR,EWR-HOU,40.4132,-74.107,29.3843,-95.1644
WN,HOU,FLL,FLL-HOU,26.421,-80.99,29.3843,-95.1644
WN,HOU,HRL,HRL-HOU,26.1342,-97.3915,29.3843,-95.1644
WN,HOU,IND,IND-HOU,39.432,-86.1739,29.3843,-95.1644
WN,HOU,JAN,JAN-HOU,32.184,-90.433,29.3843,-95.1644
WN,HOU,JAX,JAX-HOU,30.2938,-81.4116,29.3843,-95.1644
WN,HOU,LAS,LAS-HOU,36.449,-115.98,29.3843,-95.1644
WN,HOU,LAX,LAX-HOU,33.5633,-118.2429,29.3843,-95.1644
WN,HOU,LGA,LGA-HOU,40.4638,-73.5221,29.3843,-95.1644
WN,HOU,LIT,LIT-HOU,34.4346,-92.1327,29.3843,-95.1644
WN,HOU,MAF,MAF-HOU,31.5633,-102.126,29.3843,-95.1644
WN,HOU,MCI,MCI-HOU,39.1751,-94.425,29.3843,-95.1644
WN,HOU,MCO,MCO-HOU,28.2544,-81.1857,29.3843,-95.1644
WN,HOU,MDW,MDW-HOU,41.479,-87.458,29.3843,-95.1644
WN,HOU,MEM,MEM-HOU,35.232,-89.5836,29.3843,-95.1644
WN,HOU,MSY,MSY-HOU,29.5936,-90.1528,29.3843,-95.1644
WN,HOU,OAK,OAK-HOU,37.4316,-122.1314,29.3843,-95.1644
WN,HOU,OKC,OKC-HOU,35.2335,-97.362,29.3843,-95.1644
WN,HOU,PHX,PHX-HOU,33.263,-112.029,29.3843,-95.1644
WN,HOU,PIT,PIT-HOU,40.2929,-80.1358,29.3843,-95.1644
WN,HOU,PNS,PNS-HOU,30.2823,-87.1114,29.3843,-95.1644
WN,HOU,RDU,RDU-HOU,35.5239,-78.4714,29.3843,-95.1644
WN,HOU,SAN,SAN-HOU,32.44,-117.1122,29.3843,-95.1644
WN,HOU,SAT,SAT-HOU,29.321,-98.2811,29.3843,-95.1644
WN,HOU,SNA,SNA-HOU,33.4032,-117.525,29.3843,-95.1644
WN,HOU,STL,STL-HOU,38.4451,-90.2135,29.3843,-95.1644
WN,HOU,TPA,TPA-HOU,27.5831,-82.3159,29.3843,-95.1644
WN,HOU,TUL,TUL-HOU,36.1154,-95.5317,29.3843,-95.1644
WN,HRL,AUS,AUS-HRL,30.114,-97.4011,26.1342,-97.3915
WN,HRL,DAL,DAL-HRL,32.5049,-96.516,26.1342,-97.3915
WN,HRL,HOU,HOU-HRL,29.3843,-95.1644,26.1342,-97.3915
WN,HRL,SAT,SAT-HRL,29.321,-98.2811,26.1342,-97.3915
WN,IAD,DEN,DEN-IAD,39.513,-104.401,38.564,-77.272
WN,IAD,MDW,MDW-IAD,41.479,-87.458,38.564,-77.272
WN,ICT,DAL,DAL-ICT,32.5049,-96.516,37.3859,-97.2559
WN,ICT,LAS,LAS-ICT,36.449,-115.98,37.3859,-97.2559
WN,ICT,MDW,MDW-ICT,41.479,-87.458,37.3859,-97.2559
WN,IND,ATL,ATL-IND,33.3825,-84.2537,39.432,-86.1739
WN,IND,BWI,BWI-IND,39.1031,-76.406,39.432,-86.1739
WN,IND,DEN,DEN-IND,39.513,-104.401,39.432,-86.1739
WN,IND,FLL,FLL-IND,26.421,-80.99,39.432,-86.1739
WN,IND,HOU,HOU-IND,29.3843,-95.1644,39.432,-86.1739
WN,IND,LAS,LAS-IND,36.449,-115.98,39.432,-86.1739
WN,IND,MCI,MCI-IND,39.1751,-94.425,39.432,-86.1739
WN,IND,MCO,MCO-IND,28.2544,-81.1857,39.432,-86.1739
WN,IND,PHX,PHX-IND,33.263,-112.029,39.432,-86.1739
WN,IND,RSW,RSW-IND,26.321,-81.4518,39.432,-86.1739
WN,IND,TPA,TPA-IND,27.5831,-82.3159,39.432,-86.1739
WN,ISP,BWI,BWI-ISP,39.1031,-76.406,40.4742,-73.6
WN,ISP,FLL,FLL-ISP,26.421,-80.99,40.4742,-73.6
WN,ISP,MCO,MCO-ISP,28.2544,-81.1857,40.4742,-73.6
WN,ISP,PBI,PBI-ISP,26.4059,-80.544,40.4742,-73.6
WN,ISP,TPA,TPA-ISP,27.5831,-82.3159,40.4742,-73.6
WN,JAN,HOU,HOU-JAN,29.3843,-95.1644,32.184,-90.433
WN,JAN,MCO,MCO-JAN,28.2544,-81.1857,32.184,-90.433
WN,JAN,MDW,MDW-JAN,41.479,-87.458,32.184,-90.433
WN,JAX,ATL,ATL-JAX,33.3825,-84.2537,30.2938,-81.4116
WN,JAX,BNA,BNA-JAX,36.728,-86.4041,30.2938,-81.4116
WN,JAX,BWI,BWI-JAX,39.1031,-76.406,30.2938,-81.4116
WN,JAX,DEN,DEN-JAX,39.513,-104.401,30.2938,-81.4116
WN,JAX,FLL,FLL-JAX,26.421,-80.99,30.2938,-81.4116
WN,JAX,HOU,HOU-JAX,29.3843,-95.1644,30.2938,-81.4116
WN,JAX,LAS,LAS-JAX,36.449,-115.98,30.2938,-81.4116
WN,JAX,MDW,MDW-JAX,41.479,-87.458,30.2938,-81.4116
WN,LAS,ALB,ALB-LAS,42.4453,-73.481,36.449,-115.98
WN,LAS,AMA,AMA-LAS,35.139,-101.4221,36.449,-115.98
WN,LAS,ATL,ATL-LAS,33.3825,-84.2537,36.449,-115.98
WN,LAS,AUS,AUS-LAS,30.114,-97.4011,36.449,-115.98
WN,LAS,BDL,BDL-LAS,41.562,-72.4059,36.449,-115.98
WN,LAS,BHM,BHM-LAS,33.3346,-86.4512,36.449,-115.98
WN,LAS,BNA,BNA-LAS,36.728,-86.4041,36.449,-115.98
WN,LAS,BOI,BOI-LAS,43.3351,-116.1322,36.449,-115.98
WN,LAS,BUF,BUF-LAS,42.5625,-78.4355,36.449,-115.98
WN,LAS,BUR,BUR-LAS,34.122,-118.2131,36.449,-115.98
WN,LAS,BWI,BWI-LAS,39.1031,-76.406,36.449,-115.98
WN,LAS,CLE,CLE-LAS,41.2442,-81.5059,36.449,-115.98
WN,LAS,CMH,CMH-LAS,39.5952,-82.533,36.449,-115.98
WN,LAS,DEN,DEN-LAS,39.513,-104.401,36.449,-115.98
WN,LAS,DSM,DSM-LAS,41.322,-93.3945,36.449,-115.98
WN,LAS,DTW,DTW-LAS,42.1244,-83.2112,36.449,-115.98
WN,LAS,ELP,ELP-LAS,31.4824,-106.224,36.449,-115.98
WN,LAS,FLL,FLL-LAS,26.421,-80.99,36.449,-115.98
WN,LAS,GEG,GEG-LAS,47.3711,-117.321,36.449,-115.98
