Airline,Destination airport,Origin airport,Route Details,Dest Latitude,Dest Longitude,Origin Latitude,Origin Longitude
K5,MCI,HRO,HRO-MCI,36.1541,-93.917,39.1751,-94.425
K5,MEM,HRO,HRO-MEM,36.1541,-93.917,35.232,-89.5836
K5,MEM,MKL,MKL-MEM,35.3559,-88.5456,35.232,-89.5836
K5,MKL,BNA,BNA-MKL,36.728,-86.4041,35.3559,-88.5456
K5,MKL,MEM,MEM-MKL,35.232,-89.5836,35.3559,-88.5456
K5,SAN,IPL,IPL-SAN,32.503,-115.3443,32.44,-117.1122
KE,JFK,ATL,ATL-JFK,33.3825,-84.2537,40.3823,-73.4644
KL,BTR,ATL,ATL-BTR,33.3825,-84.2537,30.3159,-91.858
KL,BTV,ATL,ATL-BTV,33.3825,-84.2537,44.2818,-73.911
KL,BUF,ATL,ATL-BUF,33.3825,-84.2537,42.5625,-78.4355
KL,BWI,ATL,ATL-BWI,33.3825,-84.2537,39.1031,-76.406
KL,CAE,ATL,ATL-CAE,33.3825,-84.2537,33.5619,-81.71
KL,CHA,ATL,ATL-CHA,33.3825,-84.2537,35.27,-85.1213
KL,CHS,ATL,ATL-CHS,33.3825,-84.2537,32.5355,-80.225
KL,CLE,ATL,ATL-CLE,33.3825,-84.2537,41.2442,-81.5059
KL,CLT,ATL,ATL-CLT,33.3825,-84.2537,35.125,-80.5635
KL,CMH,ATL,ATL-CMH,33.3825,-84.2537,39.5952,-82.533
KL,COS,ATL,ATL-COS,33.3825,-84.2537,38.482,-104.42
KL,CVG,ATL,ATL-CVG,33.3825,-84.2537,39.246,-84.3943
KL,DAL,ATL,ATL-DAL,33.3825,-84.2537,32.5049,-96.516
KL,DAY,ATL,ATL-DAY,33.3825,-84.2537,39.548,-84.139
KL,DCA,ATL,ATL-DCA,33.3825,-84.2537,38.517,-77.215
KL,DEN,ATL,ATL-DEN,33.3825,-84.2537,39.513,-104.401
KL,DFW,ATL,ATL-DFW,33.3825,-84.2537,32.5347,-97.215
KL,DHN,ATL,ATL-DHN,33.3825,-84.2537,31.1916,-85.2658
KL,DSM,ATL,ATL-DSM,33.3825,-84.2537,41.322,-93.3945
KL,DTW,ATL,ATL-DTW,33.3825,-84.2537,42.1244,-83.2112
KL,DTW,MSY,MSY-DTW,29.5936,-90.1528,42.1244,-83.2112
KL,ELP,ATL,ATL-ELP,33.3825,-84.2537,31.4824,-106.224
KL,EWN,ATL,ATL-EWN,33.3825,-84.2537,35.422,-77.234
KL,EWR,ATL,ATL-EWR,33.3825,-84.2537,40.4132,-74.107
KL,EYW,ATL,ATL-EYW,33.3825,-84.2537,24.3322,-81.4534
KL,FLL,ATL,ATL-FLL,33.3825,-84.2537,26.421,-80.99
KL,FSM,ATL,ATL-FSM,33.3825,-84.2537,35.2011,-94.222
KL,GNV,ATL,ATL-GNV,33.3825,-84.2537,29.4124,-82.1618
KL,GRB,ATL,ATL-GRB,33.3825,-84.2537,44.296,-88.746
KL,GRK,ATL,ATL-GRK,33.3825,-84.2537,31.42,-97.4944
KL,GRR,ATL,ATL-GRR,33.3825,-84.2537,42.5251,-85.3122
KL,HOU,ATL,ATL-HOU,33.3825,-84.2537,29.3843,-95.1644
KL,HPN,ATL,ATL-HPN,33.3825,-84.2537,41.41,-73.4227
KL,IAD,ATL,ATL-IAD,33.3825,-84.2537,38.564,-77.272
KL,IAH,ATL,ATL-IAH,33.3825,-84.2537,29.5849,-95.2023
KL,ICT,ATL,ATL-ICT,33.3825,-84.2537,37.3859,-97.2559
KL,ILM,ATL,ATL-ILM,33.3825,-84.2537,34.1614,-77.549
KL,IND,ATL,ATL-IND,33.3825,-84.2537,39.432,-86.1739
KL,JAN,ATL,ATL-JAN,33.3825,-84.2537,32.184,-90.433
KL,JAX,ATL,ATL-JAX,33.3825,-84.2537,30.2938,-81.4116
KL,JFK,ATL,ATL-JFK,33.3825,-84.2537,40.3823,-73.4644
KL,JFK,MSY,MSY-JFK,29.5936,-90.1528,40.3823,-73.4644
KL,LAS,ATL,ATL-LAS,33.3825,-84.2537,36.449,-115.98
KL,LAX,ATL,ATL-LAX,33.3825,-84.2537,33.5633,-118.2429
KL,LAX,MSP,MSP-LAX,44.5249,-93.13,33.5633,-118.2429
KL,LAX,MSY,MSY-LAX,29.5936,-90.1528,33.5633,-118.2429
KL,LAX,SLC,SLC-LAX,40.4718,-111.5839,33.5633,-118.2429
KL,LFT,ATL,ATL-LFT,33.3825,-84.2537,30.1219,-91.5915
KL,LGA,ATL,ATL-LGA,33.3825,-84.2537,40.4638,-73.5221
KL,LIT,ATL,ATL-LIT,33.3825,-84.2537,34.4346,-92.1327
KL,MCI,ATL,ATL-MCI,33.3825,-84.2537,39.1751,-94.425
KL,MCO,ATL,ATL-MCO,33.3825,-84.2537,28.2544,-81.1857
KL,MDT,ATL,ATL-MDT,33.3825,-84.2537,40.1136,-76.4548
KL,MDW,ATL,ATL-MDW,33.3825,-84.2537,41.479,-87.458
KL,MEM,ATL,ATL-MEM,33.3825,-84.2537,35.232,-89.5836
KL,MIA,ATL,ATL-MIA,33.3825,-84.2537,25.4735,-80.1726
KL,MKE,ATL,ATL-MKE,33.3825,-84.2537,42.565,-87.5347
KL,MLB,ATL,ATL-MLB,33.3825,-84.2537,28.69,-80.3842
KL,MLU,ATL,ATL-MLU,33.3825,-84.2537,32.3039,-92.215
KL,MOB,ATL,ATL-MOB,33.3825,-84.2537,30.4129,-88.1434
KL,MSN,ATL,ATL-MSN,33.3825,-84.2537,43.823,-89.2015
KL,MSP,ATL,ATL-MSP,33.3825,-84.2537,44.5249,-93.13
KL,MSP,LAX,LAX-MSP,33.5633,-118.2429,44.5249,-93.13
KL,MSY,ATL,ATL-MSY,33.3825,-84.2537,29.5936,-90.1528
KL,MSY,DTW,DTW-MSY,42.1244,-83.2112,29.5936,-90.1528
KL,MSY,JFK,JFK-MSY,40.3823,-73.4644,29.5936,-90.1528
KL,MSY,LAX,LAX-MSY,33.5633,-118.2429,29.5936,-90.1528
KL,MSY,MSP,MSP-MSY,44.5249,-93.13,29.5936,-90.1528
KL,MYR,ATL,ATL-MYR,33.3825,-84.2537,33.4047,-78.5542
KL,OKC,ATL,ATL-OKC,33.3825,-84.2537,35.2335,-97.362
KL,OMA,ATL,ATL-OMA,33.3825,-84.2537,41.189,-95.5337
KL,ORD,ATL,ATL-ORD,33.3825,-84.2537,41.5846,-87.5416
KL,ORF,ATL,ATL-ORF,33.3825,-84.2537,36.534,-76.124
KL,PBI,ATL,ATL-PBI,33.3825,-84.2537,26.4059,-80.544
KL,PDX,ATL,ATL-PDX,33.3825,-84.2537,45.3519,-122.3551
KL,PHF,ATL,ATL-PHF,33.3825,-84.2537,37.754,-76.2934
KL,PHL,ATL,ATL-PHL,33.3825,-84.2537,39.5219,-75.1428
KL,PHX,ATL,ATL-PHX,33.3825,-84.2537,33.263,-112.029
KL,PIT,ATL,ATL-PIT,33.3825,-84.2537,40.2929,-80.1358
KL,PNS,ATL,ATL-PNS,33.3825,-84.2537,30.2823,-87.1114
KL,PVD,ATL,ATL-PVD,33.3825,-84.2537,41.4326,-71.2541
KL,PWM,ATL,ATL-PWM,33.3825,-84.2537,43.3846,-70.1831
KL,RDU,ATL,ATL-RDU,33.3825,-84.2537,35.5239,-78.4714
KL,RIC,ATL,ATL-RIC,33.3825,-84.2537,37.3018,-77.191
KL,ROC,ATL,ATL-ROC,33.3825,-84.2537,43.77,-77.402
KL,RSW,ATL,ATL-RSW,33.3825,-84.2537,26.321,-81.4518
KL,SAN,ATL,ATL-SAN,33.3825,-84.2537,32.44,-117.1122
KL,SAT,ATL,ATL-SAT,33.3825,-84.2537,29.321,-98.2811
KL,SAV,ATL,ATL-SAV,33.3825,-84.2537,32.739,-81.127
KL,SEA,ATL,ATL-SEA,33.3825,-84.2537,47.2656,-122.1833
KL,SEA,MSP,MSP-SEA,44.5249,-93.13,47.2656,-122.1833
KL,SEA,SFO,SFO-SEA,37.378,-122.2229,47.2656,-122.1833
KL,SFO,ATL,ATL-SFO,33.3825,-84.2537,37.378,-122.2229
KL,SFO,MSP,MSP-SFO,44.5249,-93.13,37.378,-122.2229
KL,SFO,PSP,PSP-SFO,33.4946,-116.3024,37.378,-122.2229
KL,SHV,ATL,ATL-SHV,33.3825,-84.2537,32.2647,-93.4932
KL,SJC,ATL,ATL-SJC,33.3825,-84.2537,37.2142,-121.5544
KL,SLC,ATL,ATL-SLC,33.3825,-84.2537,40.4718,-111.5839
KL,SMF,ATL,ATL-SMF,33.3825,-84.2537,38.4143,-121.3526
KL,SNA,ATL,ATL-SNA,33.3825,-84.2537,33.4032,-117.525
KL,STL,ATL,ATL-STL,33.3825,-84.2537,38.4451,-90.2135
KL,SYR,ATL,ATL-SYR,33.3825,-84.2537,43.64,-76.622
KL,TLH,ATL,ATL-TLH,33.3825,-84.2537,30.2347,-84.211
KL,TPA,ATL,ATL-TPA,33.3825,-84.2537,27.5831,-82.3159
KL,TUL,ATL,ATL-TUL,33.3825,-84.2537,36.1154,-95.5317
KL,TUS,ATL,ATL-TUS,33.3825,-84.2537,32.658,-110.5629
KL,TYS,ATL,ATL-TYS,33.3825,-84.2537,35.4844,-83.5934
KL,VPS,ATL,ATL-VPS,33.3825,-84.2537,30.2859,-86.3131
KS,BOS,PBG,PBG-BOS,44.393,-73.285,42.2151,-71.018
KS,BOS,PQI,PQI-BOS,46.412,-68.241,42.2151,-71.018
KS,ISP,BOS,BOS-ISP,42.2151,-71.018,40.4742,-73.6
KS,PBG,BOS,BOS-PBG,42.2151,-71.018,44.393,-73.285
KS,PQI,BOS,BOS-PQI,42.2151,-71.018,46.412,-68.241
LH,EWR,MSY,MSY-EWR,29.5936,-90.1528,40.4132,-74.107
LH,IAD,ATL,ATL-IAD,33.3825,-84.2537,38.564,-77.272
LH,IAD,MSY,MSY-IAD,29.5936,-90.1528,38.564,-77.272
LH,IAH,MSY,MSY-IAH,29.5936,-90.1528,29.5849,-95.2023
LH,JFK,MSY,MSY-JFK,29.5936,-90.1528,40.3823,-73.4644
LH,MSY,EWR,EWR-MSY,40.4132,-74.107,29.5936,-90.1528
LH,MSY,IAD,IAD-MSY,38.564,-77.272,29.5936,-90.1528
LH,MSY,IAH,IAH-MSY,29.5849,-95.2023,29.5936,-90.1528
LH,MSY,JFK,JFK-MSY,40.3823,-73.4644,29.5936,-90.1528
LH,ORD,ATL,ATL-ORD,33.3825,-84.2537,41.5846,-87.5416
MH,ORD,ATL,ATL-ORD,33.3825,-84.2537,41.5846,-87.5416
NH,IAD,ATL,ATL-IAD,33.3825,-84.2537,38.564,-77.272
NH,MSY,ORD,ORD-MSY,41.5846,-87.5416,29.5936,-90.1528
NH,ORD,ATL,ATL-ORD,33.3825,-84.2537,41.5846,-87.5416
NH,ORD,MSY,MSY-ORD,29.5936,-90.1528,41.5846,-87.5416
NK,BOS,MYR,MYR-BOS,33.4047,-78.5542,42.2151,-71.018
NK,BOS,ORD,ORD-BOS,41.5846,-87.5416,42.2151,-71.018
NK,BWI,DFW,DFW-BWI,32.5347,-97.215,39.1031,-76.406
NK,BWI,FLL,FLL-BWI,26.421,-80.99,39.1031,-76.406
NK,BWI,LAS,LAS-BWI,36.449,-115.98,39.1031,-76.406
NK,BWI,MSP,MSP-BWI,44.5249,-93.13,39.1031,-76.406
NK,BWI,MYR,MYR-BWI,33.4047,-78.5542,39.1031,-76.406
NK,DEN,DFW,DFW-DEN,32.5347,-97.215,39.513,-104.401
NK,DEN,DTW,DTW-DEN,42.1244,-83.2112,39.513,-104.401
NK,DEN,FLL,FLL-DEN,26.421,-80.99,39.513,-104.401
NK,DEN,IAH,IAH-DEN,29.5849,-95.2023,39.513,-104.401
NK,DEN,LAS,LAS-DEN,36.449,-115.98,39.513,-104.401
NK,DEN,MSP,MSP-DEN,44.5249,-93.13,39.513,-104.401
NK,DEN,ORD,ORD-DEN,41.5846,-87.5416,39.513,-104.401
NK,DEN,PHX,PHX-DEN,33.263,-112.029,39.513,-104.401
NK,DFW,ATL,ATL-DFW,33.3825,-84.2537,32.5347,-97.215
NK,DFW,BOS,BOS-DFW,42.2151,-71.018,32.5347,-97.215
NK,DFW,BWI,BWI-DFW,39.1031,-76.406,32.5347,-97.215
NK,DFW,DEN,DEN-DFW,39.513,-104.401,32.5347,-97.215
NK,DFW,DTW,DTW-DFW,42.1244,-83.2112,32.5347,-97.215
NK,DFW,FLL,FLL-DFW,26.421,-80.99,32.5347,-97.215
NK,DFW,LAS,LAS-DFW,36.449,-115.98,32.5347,-97.215
NK,DFW,LAX,LAX-DFW,33.5633,-118.2429,32.5347,-97.215
NK,DFW,LGA,LGA-DFW,40.4638,-73.5221,32.5347,-97.215
NK,DFW,MCO,MCO-DFW,28.2544,-81.1857,32.5347,-97.215
NK,DFW,MSP,MSP-DFW,44.5249,-93.13,32.5347,-97.215
NK,DFW,MSY,MSY-DFW,29.5936,-90.1528,32.5347,-97.215
NK,DFW,MYR,MYR-DFW,33.4047,-78.5542,32.5347,-97.215
NK,DFW,OAK,OAK-DFW,37.4316,-122.1314,32.5347,-97.215
NK,DFW,ORD,ORD-DFW,41.5846,-87.5416,32.5347,-97.215
NK,DFW,PDX,PDX-DFW,45.3519,-122.3551,32.5347,-97.215
NK,DFW,PHL,PHL-DFW,39.5219,-75.1428,32.5347,-97.215
NK,DFW,PHX,PHX-DFW,33.263,-112.029,32.5347,-97.215
NK,DFW,SAN,SAN-DFW,32.44,-117.1122,32.5347,-97.215
NK,DFW,TPA,TPA-DFW,27.5831,-82.3159,32.5347,-97.215
NK,DTW,ACY,ACY-DTW,39.2727,-74.3437,42.1244,-83.2112
NK,DTW,DEN,DEN-DTW,39.513,-104.401,42.1244,-83.2112
NK,DTW,DFW,DFW-DTW,32.5347,-97.215,42.1244,-83.2112
NK,DTW,FLL,FLL-DTW,26.421,-80.99,42.1244,-83.2112
NK,DTW,IAH,IAH-DTW,29.5849,-95.2023,42.1244,-83.2112
NK,DTW,LAS,LAS-DTW,36.449,-115.98,42.1244,-83.2112
NK,DTW,LAX,LAX-DTW,33.5633,-118.2429,42.1244,-83.2112
NK,DTW,LGA,LGA-DTW,40.4638,-73.5221,42.1244,-83.2112
NK,DTW,MCO,MCO-DTW,28.2544,-81.1857,42.1244,-83.2112
NK,DTW,MYR,MYR-DTW,33.4047,-78.5542,42.1244,-83.2112
NK,DTW,RSW,RSW-DTW,26.321,-81.4518,42.1244,-83.2112
NK,DTW,TPA,TPA-DTW,27.5831,-82.3159,42.1244,-83.2112
NK,FLL,ACY,ACY-FLL,39.2727,-74.3437,26.421,-80.99
NK,FLL,ATL,ATL-FLL,33.3825,-84.2537,26.421,-80.99
NK,FLL,BOS,BOS-FLL,42.2151,-71.018,26.421,-80.99
NK,FLL,BWI,BWI-FLL,39.1031,-76.406,26.421,-80.99
NK,FLL,DEN,DEN-FLL,39.513,-104.401,26.421,-80.99
NK,FLL,DFW,DFW-FLL,32.5347,-97.215,26.421,-80.99
NK,FLL,DTW,DTW-FLL,42.1244,-83.2112,26.421,-80.99
NK,FLL,IAG,IAG-FLL,43.626,-78.5646,26.421,-80.99
NK,FLL,LAS,LAS-FLL,36.449,-115.98,26.421,-80.99
NK,FLL,LAX,LAX-FLL,33.5633,-118.2429,26.421,-80.99
NK,FLL,LGA,LGA-FLL,40.4638,-73.5221,26.421,-80.99
NK,FLL,MCO,MCO-FLL,28.2544,-81.1857,26.421,-80.99
NK,FLL,MYR,MYR-FLL,33.4047,-78.5542,26.421,-80.99
NK,FLL,ORD,ORD-FLL,41.5846,-87.5416,26.421,-80.99
NK,FLL,PBG,PBG-FLL,44.393,-73.285,26.421,-80.99
NK,FLL,TPA,TPA-FLL,27.5831,-82.3159,26.421,-80.99
NK,IAG,FLL,FLL-IAG,26.421,-80.99,43.626,-78.5646
NK,IAG,MYR,MYR-IAG,33.4047,-78.5542,43.626,-78.5646
NK,IAH,DEN,DEN-IAH,39.513,-104.401,29.5849,-95.2023
NK,IAH,DTW,DTW-IAH,42.1244,-83.2112,29.5849,-95.2023
NK,IAH,LAS,LAS-IAH,36.449,-115.98,29.5849,-95.2023
NK,IAH,LAX,LAX-IAH,33.5633,-118.2429,29.5849,-95.2023
NK,IAH,MCO,MCO-IAH,28.2544,-81.1857,29.5849,-95.2023
NK,IAH,MSP,MSP-IAH,44.5249,-93.13,29.5849,-95.2023
NK,IAH,ORD,ORD-IAH,41.5846,-87.5416,29.5849,-95.2023
NK,LAS,BWI,BWI-LAS,39.1031,-76.406,36.449,-115.98
NK,LAS,DEN,DEN-LAS,39.513,-104.401,36.449,-115.98
NK,LAS,DFW,DFW-LAS,32.5347,-97.215,36.449,-115.98
NK,LAS,DTW,DTW-LAS,42.1244,-83.2112,36.449,-115.98
NK,LAS,FLL,FLL-LAS,26.421,-80.99,36.449,-115.98
NK,LAS,IAH,IAH-LAS,29.5849,-95.2023,36.449,-115.98
NK,LAS,LAX,LAX-LAS,33.5633,-118.2429,36.449,-115.98
NK,LAS,MSP,MSP-LAS,44.5249,-93.13,36.449,-115.98
NK,LAS,OAK,OAK-LAS,37.4316,-122.1314,36.449,-115.98
NK,LAS,ORD,ORD-LAS,41.5846,-87.5416,36.449,-115.98
NK,LAS,PDX,PDX-LAS,45.3519,-122.3551,36.449,-115.98
NK,LAS,PHL,PHL-LAS,39.5219,-75.1428,36.449,-115.98
NK,LAS,SAN,SAN-LAS,32.44,-117.1122,36.449,-115.98
NK,LAX,DFW,DFW-LAX,32.5347,-97.215,33.5633,-118.2429
NK,LAX,DTW,DTW-LAX,42.1244,-83.2112,33.5633,-118.2429
NK,LAX,FLL,FLL-LAX,26.421,-80.99,33.5633,-118.2429
NK,LAX,IAH,IAH-LAX,29.5849,-95.2023,33.5633,-118.2429
NK,LAX,LAS,LAS-LAX,36.449,-115.98,33.5633,-118.2429
NK,LAX,MSP,MSP-LAX,44.5249,-93.13,33.5633,-118.2429
NK,LAX,ORD,ORD-LAX,41.5846,-87.5416,33.5633,-118.2429
NK,LGA,DFW,DFW-LGA,32.5347,-97.215,40.4638,-73.5221
NK,LGA,DTW,DTW-LGA,42.1244,-83.2112,40.4638,-73.5221
NK,LGA,FLL,FLL-LGA,26.421,-80.99,40.4638,-73.5221
NK,LGA,MYR,MYR-LGA,33.4047,-78.5542,40.4638,-73.5221
NK,LGA,ORD,ORD-LGA,41.5846,-87.5416,40.4638,-73.5221
NK,MCO,ACY,ACY-MCO,39.2727,-74.3437,28.2544,-81.1857
NK,MCO,DFW,DFW-MCO,32.5347,-97.215,28.2544,-81.1857
NK,MCO,DTW,DTW-MCO,42.1244,-83.2112,28.2544,-81.1857
NK,MCO,FLL,FLL-MCO,26.421,-80.99,28.2544,-81.1857
NK,MCO,IAH,IAH-MCO,29.5849,-95.2023,28.2544,-81.1857
NK,MCO,ORD,ORD-MCO,41.5846,-87.5416,28.2544,-81.1857
NK,MSP,BWI,BWI-MSP,39.1031,-76.406,44.5249,-93.13
NK,MSP,DEN,DEN-MSP,39.513,-104.401,44.5249,-93.13
NK,MSP,DFW,DFW-MSP,32.5347,-97.215,44.5249,-93.13
NK,MSP,IAH,IAH-MSP,29.5849,-95.2023,44.5249,-93.13
NK,MSP,LAS,LAS-MSP,36.449,-115.98,44.5249,-93.13
NK,MSP,LAX,LAX-MSP,33.5633,-118.2429,44.5249,-93.13
NK,MSP,ORD,ORD-MSP,41.5846,-87.5416,44.5249,-93.13
NK,MSY,DFW,DFW-MSY,32.5347,-97.215,29.5936,-90.1528
NK,MYR,ACY,ACY-MYR,39.2727,-74.3437,33.4047,-78.5542
NK,MYR,BOS,BOS-MYR,42.2151,-71.018,33.4047,-78.5542
NK,MYR,BWI,BWI-MYR,39.1031,-76.406,33.4047,-78.5542
NK,MYR,DFW,DFW-MYR,32.5347,-97.215,33.4047,-78.5542
NK,MYR,DTW,DTW-MYR,42.1244,-83.2112,33.4047,-78.5542
NK,MYR,FLL,FLL-MYR,26.421,-80.99,33.4047,-78.5542
NK,MYR,IAG,IAG-MYR,43.626,-78.5646,33.4047,-78.5542
NK,MYR,LGA,LGA-MYR,40.4638,-73.5221,33.4047,-78.5542
NK,MYR,ORD,ORD-MYR,41.5846,-87.5416,33.4047,-78.5542
NK,MYR,PBG,PBG-MYR,44.393,-73.285,33.4047,-78.5542
NK,MYR,PHL,PHL-MYR,39.5219,-75.1428,33.4047,-78.5542
NK,OAK,DFW,DFW-OAK,32.5347,-97.215,37.4316,-122.1314
NK,OAK,LAS,LAS-OAK,36.449,-115.98,37.4316,-122.1314
NK,OAK,ORD,ORD-OAK,41.5846,-87.5416,37.4316,-122.1314
NK,ORD,ACY,ACY-ORD,39.2727,-74.3437,41.5846,-87.5416
NK,ORD,BOS,BOS-ORD,42.2151,-71.018,41.5846,-87.5416
NK,ORD,DEN,DEN-ORD,39.513,-104.401,41.5846,-87.5416
NK,ORD,DFW,DFW-ORD,32.5347,-97.215,41.5846,-87.5416
NK,ORD,FLL,FLL-ORD,26.421,-80.99,41.5846,-87.5416
NK,ORD,IAH,IAH-ORD,29.5849,-95.2023,41.5846,-87.5416
NK,ORD,LAS,LAS-ORD,36.449,-115.98,41.5846,-87.5416
NK,ORD,LAX,LAX-ORD,33.5633,-118.2429,41.5846,-87.5416
NK,ORD,LGA,LGA-ORD,40.4638,-73.5221,41.5846,-87.5416
NK,ORD,MCO,MCO-ORD,28.2544,-81.1857,41.5846,-87.5416
NK,ORD,MSP,MSP-ORD,44.5249,-93.13,41.5846,-87.5416
NK,ORD,MYR,MYR-ORD,33.4047,-78.5542,41.5846,-87.5416
NK,ORD,OAK,OAK-ORD,37.4316,-122.1314,41.5846,-87.5416
NK,ORD,RSW,RSW-ORD,26.321,-81.4518,41.5846,-87.5416
NK,ORD,TPA,TPA-ORD,27.5831,-82.3159,41.5846,-87.5416
NK,PBG,FLL,FLL-PBG,26.421,-80.99,44.393,-73.285
NK,PBG,MYR,MYR-PBG,33.4047,-78.5542,44.393,-73.285
NK,PDX,DFW,DFW-PDX,32.5347,-97.215,45.3519,-122.3551
NK,PDX,LAS,LAS-PDX,36.449,-115.98,45.3519,-122.3551
NK,PDX,SAN,SAN-PDX,32.44,-117.1122,45.3519,-122.3551
NK,PHL,DFW,DFW-PHL,32.5347,-97.215,39.5219,-75.1428
NK,PHL,LAS,LAS-PHL,36.449,-115.98,39.5219,-75.1428
NK,PHL,MYR,MYR-PHL,33.4047,-78.5542,39.5219,-75.1428
NK,PHX,DEN,DEN-PHX,39.513,-104.401,33.263,-112.029
NK,PHX,DFW,DFW-PHX,32.5347,-97.215,33.263,-112.029
NK,RSW,ACY,ACY-RSW,39.2727,-74.3437,26.321,-81.4518
NK,RSW,DTW,DTW-RSW,42.1244,-83.2112,26.321,-81.4518
NK,RSW,ORD,ORD-RSW,41.5846,-87.5416,26.321,-81.4518
NK,SAN,DFW,DFW-SAN,32.5347,-97.215,32.44,-117.1122
NK,SAN,LAS,LAS-SAN,36.449,-115.98,32.44,-117.1122
NK,SAN,PDX,PDX-SAN,45.3519,-122.3551,32.44,-117.1122
NK,TPA,ACY,ACY-TPA,39.2727,-74.3437,27.5831,-82.3159
NK,TPA,DFW,DFW-TPA,32.5347,-97.215,27.5831,-82.3159
NK,TPA,DTW,DTW-TPA,42.1244,-83.2112,27.5831,-82.3159
NK,TPA,FLL,FLL-TPA,26.421,-80.99,27.5831,-82.3159
NK,TPA,ORD,ORD-TPA,41.5846,-87.5416,27.5831,-82.3159
NZ,LAX,MSY,MSY-LAX,29.5936,-90.1528,33.5633,-118.2429
NZ,MSY,LAX,LAX-MSY,33.5633,-118.2429,29.5936,-90.1528
NZ,SFO,ATL,ATL-SFO,33.3825,-84.2537,37.378,-122.2229
OZ,JFK,ATL,ATL-JFK,33.3825,-84.2537,40.3823,-73.4644
OZ,LAX,MSY,MSY-LAX,29.5936,-90.1528,33.5633,-118.2429
OZ,MSY,LAX,LAX-MSY,33.5633,-118.2429,29.5936,-90.1528
OZ,ORD,ATL,ATL-ORD,33.3825,-84.2537,41.5846,-87.5416
P1,CLT,LUK,LUK-CLT,39.612,-84.257,35.125,-80.5635
P1,LUK,CLT,CLT-LUK,35.125,-80.5635,39.612,-84.257
P1,LUK,MDW,MDW-LUK,41.479,-87.458,39.612,-84.257
P1,MDW,LUK,LUK-MDW,39.612,-84.257,41.479,-87.458
QF,DFW,ATL,ATL-DFW,33.3825,-84.2537,32.5347,-97.215
QF,DFW,MSY,MSY-DFW,29.5936,-90.1528,32.5347,-97.215
QF,JFK,LAX,LAX-JFK,33.5633,-118.2429,40.3823,-73.4644
QF,LAX,JFK,JFK-LAX,40.3823,-73.4644,33.5633,-118.2429
QF,MSY,DFW,DFW-MSY,32.5347,-97.215,29.5936,-90.1528
QF,MSY,ORD,ORD-MSY,41.5846,-87.5416,29.5936,-90.1528
QF,ORD,ATL,ATL-ORD,33.3825,-84.2537,41.5846,-87.5416
QF,ORD,MSY,MSY-ORD,29.5936,-90.1528,41.5846,-87.5416
QR,IAH,ATL,ATL-IAH,33.3825,-84.2537,29.5849,-95.2023
QR,JFK,LAS,LAS-JFK,36.449,-115.98,40.3823,-73.4644
QR,JFK,MSY,MSY-JFK,29.5936,-90.1528,40.3823,-73.4644
QR,JFK,ORD,ORD-JFK,41.5846,-87.5416,40.3823,-73.4644
QR,JFK,SAN,SAN-JFK,32.44,-117.1122,40.3823,-73.4644
QR,LAS,JFK,JFK-LAS,40.3823,-73.4644,36.449,-115.98
QR,MSY,JFK,JFK-MSY,40.3823,-73.4644,29.5936,-90.1528
QR,MSY,ORD,ORD-MSY,41.5846,-87.5416,29.5936,-90.1528
QR,ORD,ATL,ATL-ORD,33.3825,-84.2537,41.5846,-87.5416
QR,ORD,JFK,JFK-ORD,40.3823,-73.4644,41.5846,-87.5416
QR,SAN,JFK,JFK-SAN,40.3823,-73.4644,32.44,-117.1122
SQ,LAX,SJC,SJC-LAX,37.2142,-121.5544,33.5633,-118.2429
SQ,ORD,LAX,LAX-ORD,33.5633,-118.2429,41.5846,-87.5416
SU,JFK,ATL,ATL-JFK,33.3825,-84.2537,40.3823,-73.4644
SY,BOS,MSP,MSP-BOS,44.5249,-93.13,42.2151,-71.018
SY,DCA,LAN,LAN-DCA,42.4643,-84.3514,38.517,-77.215
SY,DCA,MSP,MSP-DCA,44.5249,-93.13,38.517,-77.215
SY,DFW,MSP,MSP-DFW,44.5249,-93.13,32.5347,-97.215
SY,JFK,MSP,MSP-JFK,44.5249,-93.13,40.3823,-73.4644
SY,LAN,DCA,DCA-LAN,38.517,-77.215,42.4643,-84.3514
SY,LAN,MSP,MSP-LAN,44.5249,-93.13,42.4643,-84.3514
SY,LAS,MSP,MSP-LAS,44.5249,-93.13,36.449,-115.98
SY,LAX,MSP,MSP-LAX,44.5249,-93.13,33.5633,-118.2429
SY,MCO,MSP,MSP-MCO,44.5249,-93.13,28.2544,-81.1857
SY,MDW,MSP,MSP-MDW,44.5249,-93.13,41.479,-87.458
SY,MSP,BOS,BOS-MSP,42.2151,-71.018,44.5249,-93.13
SY,MSP,DCA,DCA-MSP,38.517,-77.215,44.5249,-93.13
SY,MSP,DFW,DFW-MSP,32.5347,-97.215,44.5249,-93.13
SY,MSP,JFK,JFK-MSP,40.3823,-73.4644,44.5249,-93.13
SY,MSP,LAN,LAN-MSP,42.4643,-84.3514,44.5249,-93.13
SY,MSP,LAS,LAS-MSP,36.449,-115.98,44.5249,-93.13
SY,MSP,LAX,LAX-MSP,33.5633,-118.2429,44.5249,-93.13
SY,MSP,MCO,MCO-MSP,28.2544,-81.1857,44.5249,-93.13
SY,MSP,MDW,MDW-MSP,41.479,-87.458,44.5249,-93.13
SY,MSP,PHX,PHX-MSP,33.263,-112.029,44.5249,-93.13
